,User,Date Created,Number of Likes,Source of Tweet,Tweet
325,sneh_kriplani,2023-03-12 19:56:38+00:00,1,Twitter for iPhone,"@garrytan said that the collapse of Silicon Valley Bank (SVB) in the US is an 'extinction level event' for startups 

Yes because many startups were funded by SVB so these startups will struggle alot and this will impact to layoffs as well

#silliconvalley #FinancialCrisis"
326,tiagoluzs,2023-03-12 19:54:30+00:00,0,Twitter for iPhone,Muitos layoffs nos próximos dias.
327,coolranchzaku,2023-03-12 19:54:29+00:00,18,TweetDeck,if the startup/VC assholes get bailed out here what they'll do is keep the money and do the layoffs anyway. you can set your watch by it
328,shubz64,2023-03-12 19:54:06+00:00,1,Twitter Web App,"@POTUS If stock markets, layoffs and 401k's and bank failures are what u think are good? #bidenflation"
329,TwineMormossa,2023-03-12 19:51:22+00:00,0,Twitter Web App,@POTUS What's with all the Tech layoffs Joe?
330,_earleyb_,2023-03-12 19:50:34+00:00,1,Twitter Web App,"@musicforcougars Maybe historically, but after a terrible 2022 for tech and being the hardest-hit with layoffs, I think the schadenfreude should come from other areas (dead IPO market, stock crashes, layoffs, etc) without playing politics and risking the future of small/regional banks"
331,Willy1733,2023-03-12 19:49:54+00:00,19,Twitter Web App,This is the first time I can remember TCM messing up a time change. I guess this is the result of too many layoffs. #TCMParty
332,LostDiva,2023-03-12 19:47:17+00:00,1,Twitter for iPad,"Why Does #Congress And President Biden Want To “Build Upon The Health Insurance System We Have Now” vs #MedicareForAll, a 100% debt free insurance plan? #Primary2024 #SVBBank #Ohio #Layoffs 

https://t.co/obgsowPYoo"
333,ThomasCasey715,2023-03-12 19:46:34+00:00,0,Twitter Web App,"@BillAckman After researching WARN notices for several states, I wonder how many of those businesses closed or conducted layoffs due to unforeseen economic conditions? Where is accountability? Where is risk mitigation? The social strata is sickening."
334,Ajini_,2023-03-12 19:45:11+00:00,0,Twitter for iPhone,"@IamTheChanger99 In 2008, taxpayer money was used, and banks still didn’t learn. This time, the wealthy will pay the price because 250,000 is insured to protect the smaller depositors.This will result in layoffs,which the Fed has already favored in order to reduce inflation and consumer spending"
335,Transform_Sec,2023-03-12 19:45:02+00:00,3,Buffer,"As they brace for #recession, companies must not overlook their #data and #identity risks &gt; https://t.co/Yx09rbKIW6 

#business #layoffs #leadership #leaders #management #riskmanagement #identitymanagement #security #cybersecurity #datasecurity #CISO #CIO #CTO #CDO #CEO https://t.co/RpdBWbLkQ4"
336,bigdig12,2023-03-12 19:44:41+00:00,0,Twitter Web App,"@RBReich high gas prices, bad stock market, inflation up, high-interest rates, slumping house prices, lots of stores closings, big tech layoffs, bank failure....sounds like a bobby reich kinda economy"
337,tahoebrownbear,2023-03-12 19:44:14+00:00,0,Twitter for iPad,@zerohedge Powell wants 2M more layoffs before he stops squeezing our nuts.  What’s the problem?
338,ArtTeacherLife7,2023-03-12 19:44:00+00:00,1,Twitter for iPhone,@BlackHeart3113 Why would they when I pay into the system that I have no right to use when I’m on layoff? 🙄
339,janelson38,2023-03-12 19:43:31+00:00,1,Twitter for Android,"@GetUpWithThe4 @AngryYankee1 Forte just posted a near 100 Beyer off a 3 month layoff without really being asked to run.

Tapit Trice has talent but he has a long gap to make up to even threaten Forte right now."
340,abndus,2023-03-12 19:42:39+00:00,2,Twitter Web App,"@BrandiLBaker I have been busy with applying for jobs because, I was laid off of no fault of my own (budget cuts on the company's side) as with many tech companies has been going through a lot of layoffs this year. I have been in survival mode. Been going through food stamps, unemployment. /c"
341,HeatherLandy,2023-03-12 19:40:50+00:00,23,Twitter for iPhone,I wish more people cared as much about people as they care about tech companies. Household balance sheets are getting destroyed and deposits get drained with every layoff and rate hike. Who’s bailing these people out?
342,BrandForResults,2023-03-12 19:40:47+00:00,1,IFTTT,indeed: Going through a layoff can be immensely difficult. Simeen Mohsen of @online_HBS shares 10 steps you can take to rebound from a layoff and be successful in finding a new role: https://t.co/BmxGXzvm2u #JobSearch #CareerAdvice https://t.co/looXP5UIzK
343,HeatherL114,2023-03-12 19:40:43+00:00,64,Twitter for iPhone,"A friend posted about layoffs in her district and up here, where teachers are paid pretty well and have union protection…there isn’t a teaching shortage.

(There were VERY few positions open in mine last summer, one elementary spot had like 400+ applicants)"
344,TheRealMCortez,2023-03-12 19:40:10+00:00,1,Twitter for iPhone,@TriciaMathison Exactly! Exactly! I didn’t say anything at the time cause I would be wasting my breath but everyone knows they had a small layoff after winning it all few months ago! They need time to get back to game ready mode and everyone gotta chill! Hunter will be great I agree!
345,eship_prof,2023-03-12 19:40:01+00:00,9,Twitter Web App,"It's a deeply ironic but perhaps appropriate twist of history that the growing tensions in the tech industry (e.g., #SVB, crypto-collapse, layoffs, etc.) are co-occurring with the emergence of new #ai #techologies that 'feel a lot like magic.'"
346,oef1314,2023-03-12 19:38:43+00:00,0,Twitter for iPhone,"@AgentLoyalist Ironic, no one shed tears when layoffs happen in my state. In fact, many cheer it because they don’t like the “car brands”. Now it’s a problem when the chosen tech VC businesses &amp; a bank go down together. Ironically, this is the show on the other foot, &amp; I couldn’t care less…"
347,Tg19539,2023-03-12 19:37:17+00:00,0,Twitter for iPhone,"@CNN @CNNSotu ❌❌❌Next time Joe Biden tells you the Economy is doing great, know he’s lying! a major Bank Failure in California, inflation over 6 percent, major company layoffs, Federal spend￼ing out of control:👎👎👎
https://t.co/fu7m2zE6T0"
348,Th2Engineer,2023-03-12 19:35:57+00:00,4,Twitter Web App,"Remember when last week's thing was...
COVID
Masks
VAX
Fires at food plants
WWIII
Ukraine
Bakhmut can't fall
Bakhmut did fall
Train derailments
Inflation
$8 eggs
Layoffs
And Climate change?

Tomorrow's next thing will be bank runs.

Until Tuesday's thing..."
349,thelongnguyens,2023-03-12 19:34:48+00:00,1,Twitter Web App,"Meta is aiming for a 'year of efficiency,' meaning there will be another round of #layoffs equating to a 13% reduction in staffing, similar to last year.
#Embrace another tough year. This serves as a reminder to never stop #upskilling to be a valuable asset in any market.💪"
350,Tg19539,2023-03-12 19:34:46+00:00,0,Twitter for iPhone,"@SpeakerMcCarthy ❌❌❌Next time Joe Biden tells you the Economy is doing great, know he’s lying! a major Bank Failure in California, inflation over 6 percent, major company layoffs, Federal spend￼ing out of control:👎👎👎
https://t.co/fu7m2zE6T0"
351,Tg19539,2023-03-12 19:33:58+00:00,0,Twitter for iPhone,"@POTUS ❌❌❌Next time Joe Biden tells you the Economy is doing great, know he’s lying! a major Bank Failure in California, inflation over 6 percent, major company layoffs, Federal spend￼ing out of control:👎👎👎
https://t.co/fu7m2zE6T0"
352,dunnodono,2023-03-12 19:33:04+00:00,3,Twitter for Android,@PriapusIQ Clearly there are names on the layoff list now.
353,ClintonAlden,2023-03-12 19:32:45+00:00,4,Twitter for Android,"@Estevaosousa43 @tekstone ""Twitter and Disney are the latest to slash thousands of jobs amid a wave of layoffs. Here's the full list of major US companies making cuts in 2023.""

https://t.co/6L5XBzGWoX"
354,thesravaka,2023-03-12 19:32:21+00:00,4,Twitter Web App,"the same firms doing layoffs to ""cut costs"" are taking massive financial risks either for no reason or because of some (presumably banal, venal) scheme with a regional bank.

which is worse?"
355,demwhowokeup,2023-03-12 19:32:17+00:00,0,Twitter for iPhone,@RepJeffries How is that possibly with the highest layoffs in Jan/Feb since 2009?
356,hotsaucethePYrt,2023-03-12 19:31:43+00:00,3,Twitter for Android,"@chrs_RL @LawlerTV Layoffs, bankruptcy, backing out of some of their current esports or rosters"
357,SunnyDfan4eva,2023-03-12 19:30:49+00:00,1,Twitter for iPhone,@Liberal_Banker @ggreenwald @RoKhanna A lot of them are just businesses who just keep the cash they use to pay employees and for expenses and vendors. So a lot of employees who did nothing wrong or risky will not get paid and a lot of vendors who did work for these businesses will also not get paid and layoff people.
358,uberpreeya,2023-03-12 19:30:14+00:00,6,Twitter for iPhone,"There are also a bunch of blameless workers caught up in this. We should bail out those company accounts. And for people going ""But what about those big layoffs,"" the corollary is that they actually do want current employees to stay on."
359,Gadgets360,2023-03-12 19:30:00+00:00,4,TweetDeck,"Meta is reportedly planning additional layoffs in coming weeks
https://t.co/SNMzkZWRuY https://t.co/ZU6MOqvp87"
360,Gintamabiggest1,2023-03-12 19:29:09+00:00,1,Twitter for iPhone,@shoutouttomyni1 @SobervatedConor How was that prime cruz? You clearly don’t know anything  cruz was coming off multiple layoffs and very bad surgeries ridiculous to say that was his prime
361,BradMunchen,2023-03-12 19:28:49+00:00,212,Twitter Web App,"Roughly 36% of $TSLA US sales were in California in 2022. 

With Musk's turning right-wing, tech layoffs and now bank runs in California, imagine how bad US sales (40% of total) will be in 2023."
362,MarxDribble,2023-03-12 19:28:49+00:00,0,Twitter Web App,Expect a whole lot more of this and Layoffs.  Everything else the idiot says is #BS. https://t.co/OTn0aMz3Mg
363,pwnallthethings,2023-03-12 19:28:09+00:00,542,Twitter Web App,VCs suddenly having great concern over employees potentially losing out in SVB would have a bit more credibility if they hadn't been collectively going out of their way to organise mass layoffs since Jan
364,EmmaBWaldron,2023-03-12 19:27:38+00:00,9,Twitter for iPhone,"under california law, founders can be personally liable for unpaid wages 

there will be a plethora layoffs on monday"
365,BuenoForMiami,2023-03-12 19:27:15+00:00,0,Twitter for iPhone,"@rich_purtell Agreed. But here we are and if they don’t insure all deposits now, the wave of bankruptcies and layoffs will have devastating repercussions throughout the USA."
366,hrdbacot,2023-03-12 19:26:38+00:00,585,Twitter for iPhone,"resign wajib one month notice, kok pas layoff lastdaynya di hari H pengumuman https://t.co/jlMs5PPmRp"
367,PinheadedSpy,2023-03-12 19:26:17+00:00,0,Twitter Web App,@sagestrategy @WSJ It seems like all start-ups are rushing to secure their payrolls using personal savings &amp; loans but it will be temporary and big layoff on its way
368,JIOdey,2023-03-12 19:24:28+00:00,0,Twitter for iPhone,"@DoubleEph Fantastic thread. It's a grave concern that needs to be up there for every enterprise with public exposure. Case in point, recent tech layoffs; every one I've spoken to who should know can't articulate what fundamentals drove this apart from contagion because ""x did it"". Worrying"
369,mynetsecaccount,2023-03-12 19:23:54+00:00,6,Twitter for iPhone,@SomniNaut @molly0xFFF In fact most of the layoffs were caused by VC pressure.
370,Elarabyii,2023-03-12 19:23:38+00:00,0,Twitter for iPhone,@Donsehs الlayoffs عاملالي تروما
371,layoffs_,2023-03-12 19:22:39+00:00,0,Twitter for iPhone,@adastarrrr see🤣🤣🤣
372,rowboatqq,2023-03-12 19:22:32+00:00,1,Twitter Web App,@micsolana Seem to remember a lot of similar takes from the right during tech layoffs over the last few months.
373,RodrigoADCosta,2023-03-12 19:22:19+00:00,5,Twitter Web App,"A atividade de layoff aumentou durante o período. Em janeiro, foram 1,72 milhão de demissões, o que elevou a taxa de layoff para 1,1%. Direcionalmente, a aceleração nas métricas de demissão é desanimadora. No entanto, os níveis continuam a ser relativamente baixos.

7/n https://t.co/yvBIw4EqVR"
374,JonDigz,2023-03-12 19:21:34+00:00,1,Twitter for iPhone,Looking for a job in this market be like: We’re hiring for a SDE II with 5+ years of experience!  #layoffs #jobhunting #techbust #oof
375,sherbino_bryan,2023-03-12 19:19:24+00:00,0,Twitter for Android,massive layoffs hurt stocks in tech industry Meta Platforms Inc https://t.co/3sJREuEbUP
